Title,Artist,Language
Lullaby of Birdland,Sarah Vaughan,English
Lyla,Oasis,English
MacArthur Park,Donna Summer,English
Made in England,Elton John,English
Maggie May,Rod Stewart,English
Magic Johnson,Red Hot Chili Peppers,English
Magical Mystery Tour,The Beatles,English
Make It with You,Bread,English
Make Some Noise,Miley Cyrus,English
Make the World Go Away,Eddy Arnold,English
Make You Feel My Love,Adele,English
Makes Me Wonder,Maroon 5,English
Mama Tried,Merle Haggard,English
Mandy,Westlife,English
Mandy,Barry Manilow,English
Mansize Rooster,Supergrass,English
Many of Horror,Biffy Clyro,English
Marry the Night,Lady Gaga,English
Mary Had a Little Lamb,Children's Chorus,English
Material Girl,Madonna,English
May It Be,Enya,English
Maybe,Janis Joplin,English
Maybe I'm Amazed,Paul McCartney,English
Maybe It's You,Carpenters,English
Maybe Tomorrow,The Rembrandts,English
Me & Mr Jones,Amy Winehouse,English
Me and Mrs. Jones,Michael Bublé,English
Me Plus One,Kasabian,English
Mean,Taylor Swift,English
Mele Kalikimaka,Bing Crosby & The Andrews Sisters,English
Memory Motel,The Rolling Stones,English
Merry Christmas Darling,Carpenters,English
Merry Christmas Everyone,Shakin' Stevens,English
Mess of Me,Switchfoot,English
Michelle,The Beatles,English
Mickey,Toni Basil,English
Midnight Train to Georgia,Gladys Knight & The Pips,English
Mine,Taylor Swift,English
Minerva,Deftones,English
Minnie the Moocher,The Blues Brothers,English
Minor Thing,Red Hot Chili Peppers,English
Mira,Melody Gardot,English
Misery,Maroon 5,English
Miss Lucifer,Primal Scream,English
Miss You,The Rolling Stones,English
Missing,Everything But The Girl,English
MMMBop,Hanson,English
Modern Man,Bad Religion,English
Mona Lisa,Nat King Cole,English
"Monday, Monday",The Mamas & The Papas,English
Money Honey,Lady Gaga,English
Monkey,George Michael,English
Mony Mony,Billy Idol,English
Moody Blue,Elvis Presley,English
Moon River,Andy Williams,English
Moonlight Serenade,Frank Sinatra,English
More Like Her,Miranda Lambert,English
More Than Ever,Robert Palmer,English
More Than This,One Direction,English
More Than Words,Extreme,English
Morning Glory,Oasis,English
Moses,Coldplay,English
Most Girls,P!nk,English
Movin' Out (Anthony's Song),Billy Joel,English
Moving,Kate Bush,English
Mr. Bojangles,Robbie Williams,English
Mr. Melody,Natalie Cole,English
Mr. Rock and Roll,Amy Macdonald,English
Mr. Tambourine Man,Bob Dylan,English
Mr. Tambourine Man,The Byrds,English
Mulberry Bush,Children's Chorus,English
Muscles,Diana Ross,English
Music Is My Radar,blur,English
Mustang Sally,Andrew Strong,English
My Flame,Bobby Caldwell,English
My Friends,Stereophonics,English
My Friends Over You,New Found Glory,English
My Heart Will Go On,Céline Dion,English
My Hometown,Bruce Springsteen,English
My Kind of Love,Emeli Sandé,English
My Life,Billy Joel,English
My Love Is Your Love,Whitney Houston,English
My Lovely Man,Red Hot Chili Peppers,English
My Paper Heart,The All-American Rejects,English
My Songs Know What You Did in the Dark,Fall Out Boy,English
My! My! Time Flies!,Enya,English
Nasty,Janet Jackson,English
Nathan Jones,Bananarama,English
Nature Boy,Nat King Cole,English
Nature Boy,George Benson,English
Needles & Pins,Ramones,English
Never Been to Spain,Three Dog Night,English
Never Can Say Goodbye,The Jackson 5,English
Never Even Told Me Her Name,Air Traffic,English
Never Gonna Give You Up,Rick Astley,English
Never Knew I Needed,Ne-Yo & Cassandra Steen,English
Never Let Me Go,Stacey Kent,English
Never Let Me Go,Florence + The Machine,English
Never Let You Go,Justin Bieber,English
Never Too Much,Luther Vandross,English
New Age Girl,Deadeye Dick,English
New Born,Muse,English
New in Town,Little Boots,English
New Shoes,Paolo Nutini,English
New York,Paloma Faith,English
New York City Boy,Pet Shop Boys,English
New York State of Mind,Billy Joel,English
"New York, New York",Frank Sinatra,English
Night and Day,Ella Fitzgerald,English
Night and Day,Frank Sinatra,English
Nightingale,Carole King,English
Nikita,Elton John,English
Nine in the Afternoon,Panic! At the Disco,English
Nine Million Bicycles,Katie Melua,English
No Excuses,Alice In Chains,English
"No Light, No Light",Florence + The Machine,English
No More Mister Nice Guy,Alice Cooper,English
No One,Alicia Keys,English
No Ordinary Love,Sade,English
No Regrets,Dappy,English
"No Shoes, No Shirt, No Problem",Kenny Chesney,English
No You Girls,Franz Ferdinand,English
No-One but You (Only the Good Die Young),Queen,English
Nobody Loved You,Manic Street Preachers,English
Nobody's Perfect,Miley Cyrus,English
Norwegian Wood,The Beatles,English
Not As We,Alanis Morissette,English
Not Fair,Lily Allen,English
Not Nineteen Forever,The Courteeners,English
Nothin' at All,Heart,English
Nothing Can Come Between Us,Sade,English
Nothing Like Us,Justin Bieber,English
(Now and Then There's) A Fool Such as I,Elvis Presley,English
Nowhere Man,The Beatles,English
Nutbush City Limits,Ike & Tina Turner,English
O Christmas Tree,Christmas Carol,English
O Come All Ye Faithful (alternate version),Christmas Carol,English
O Little Town of Bethlehem,Christmas Carol,English
"O, For a Thousand Tongues to Sing",Gospel Singer,English
"Ob-La-Di, Ob-La-Da",The Beatles,English
Ocean Avenue,Yellowcard,English
Ode to Billy Joe,Bobbie Gentry,English
Off the Record,Tinchy Stryder,English
Oh Lonesome Me,Don Gibson,English
Oh My My,Ringo Starr,English
Oh No Not My Baby,Carole King,English
Oh! Carol,Neil Sedaka,English
Oh! Darling,The Beatles,English
Oh! Susannah,Traditional songs,English
On Broadway,George Benson,English
On Melancholy Hill,Gorillaz,English
On Mercury,Red Hot Chili Peppers,English
On My Way Home,Enya,English
On The Backs of Angels,Dream Theater,English
On the Radio,Regina Spektor,English
Once in Royal David's City,Christmas Carol,English
One Big Family,Templecloud,English
One For My Baby (And One More For The Road),Robbie Williams,English
One Hot Minute,Red Hot Chili Peppers,English
One in a Million You,Larry Graham,English
One Less Lonely Girl,Justin Bieber,English
One Love,Blue,English
One More Chance,Bloc Party,English
One Night,Elvis Presley,English
One Way Ticket (To the Blues),Neil Sedaka,English
Only If,Enya,English
Only Lonely,Bon Jovi,English
Only Love,Ben Howard,English
Only Love Is Real,Carole King,English
Only One,Yellowcard,English
Only the Good Die Young,Billy Joel,English
Only Time,Enya,English
Only Yesterday,Carpenters,English
Only You (And You Alone),The Platters,English
Open,Brandy,English
Opportunities,Pet Shop Boys,English
Opposite of Adults,Chiddy Bang,English
Ordinary Day,Vanessa Carlton,English
Orinoco Flow,Enya,English
Otherside,Red Hot Chili Peppers,English
Our Song,Taylor Swift,English
Ours,Taylor Swift,English
Out Here on My Own,Patrick Fiori & Tina Arena,English
Out of Time,blur,English
Over Again,One Direction,English
Over My Head (Cable Car),The Fray,English
Over the Rainbow,Melody Gardot,English
Over the Rainbow,Eric Clapton,English
Over the Rainbow,Ray Charles & Johnny Mathis,English
Over You,Miranda Lambert,English
Pacific Coast Party,Smash Mouth,English
Pain,Jimmy Eat World,English
Painkiller,Judas Priest,English
Paint the Sky with Stars,Enya,English
Papa Don't Preach,Madonna,English
Paparazzi,Lady Gaga,English
Paper Gangsta,Lady Gaga,English
Paperback Writer,The Beatles,English
Parallel Universe,Red Hot Chili Peppers,English
Parklife,blur,English
Pass Out,Tinie Tempah,English
Passionate Kisses,Mary Chapin Carpenter,English
Pencil Full of Lead,Paolo Nutini,English
Pencil Thin Mustache,Jimmy Buffett,English
Penny & Me,Hanson,English
Penny Lane,The Beatles,English
People Get Ready,Seal,English
People Help the People,Birdy,English
Perfect,The Smashing Pumpkins,English
Personal Jesus,Depeche Mode,English
Personal Jesus,Johnny Cash,English
Philadelphia Freedom,Elton John,English
Photograph,Jamie Cullum,English
Piano Man,Billy Joel,English
Picture of My Life,Jamiroquai,English
Playmate of the Year,Zebrahead,English
Please,Elton John,English
Please Come to Boston,Dave Loggins,English
Please Forgive Me,Bryan Adams,English
Please Please Me,The Beatles,English
Please Send Me Someone to Love,Sade,English
Plush,Stone Temple Pilots,English
Poison,Alice Cooper,English
Poison Ivy,The Coasters,English
Poker Face,Lady Gaga,English
Poker Face,Pixie Lott,English
Pompeii,Bastille,English
Pour It Up,Rihanna,English
"Praise to the Lord, the Almighty",Gospel Singer,English
Praying for Time,George Michael,English
Pressure,Billy Joel,English
Pretty Paper,Kenny Chesney,English
Pretty Paper,Roy Orbison,English
Pretty Visitors,Arctic Monkeys,English
Pride,Amy Macdonald,English
Processed Beats,Kasabian,English
Promises,Nero,English
Prophets of War,Dream Theater,English
Psychosocial,Slipknot,English
Pull Me Under,Dream Theater,English
Pumped Up Kicks,Foster the People,English
Pumping on Your Stereo,Supergrass,English
Purple Haze,The Jimi Hendrix Experience,English
Put It in a Love Song,Alicia Keys feat. Beyoncé,English
R.O.C.K. in the U.S.A.,John Mellencamp,English
Radio Nowhere,Bruce Springsteen,English
Rainy Day Women #12 & 35,Bob Dylan,English
Re-Align,Godsmack,English
Ready for the Weekend,Calvin Harris,English
Reason is Treason,Kasabian,English
Recover Your Soul,Elton John,English
Red,Taylor Swift,English
Red Blooded Woman,Kylie Minogue,English
Red Light Indicates Doors Are Secure,Arctic Monkeys,English
Red Light Special,TLC,English
Red Ragtop,Tim McGraw,English
Red Sky,Thrice,English
"Red, Red Wine",UB40,English
Reflection,Christina Aguilera,English
Rehab,Amy Winehouse,English
Release Me,Engelbert Humperdinck,English
Relight My Fire,Take That feat. Lulu,English
Remedy,Little Boots,English
Remember Me,Diana Ross,English
Respectable,The Rolling Stones,English
Return of The Warlord,Manowar,English
Return to Pooh Corner,Kenny Loggins,English
Revolution,The Beatles,English
Revolution Deathsquad,DragonForce,English
Revolver,Madonna feat. Lil Wayne,English
Rewind,Paolo Nutini,English
Rhythm is Gonna Get You,Gloria Estefan,English
Ribbon in The Sky,Stevie Wonder,English
Ridin' Solo,Jason Derülo,English
Riding with the King,B.B. King & Eric Clapton,English
Right Here Right Now,Jesus Jones,English
Right Time of the Night,Jennifer Warnes,English
Rikki Don't Lose That Number,Steely Dan,English
Rip This Joint,The Rolling Stones,English
Rise,Pantera,English
River,Joni Mitchell,English
Rock and Roll All Nite,Kiss,English
Rock Is Dead,Marilyn Manson,English
Rock Me Baby,Tina Turner,English
Rock Star,Miley Cyrus,English
Rock This Town,The Stray Cats,English
Rockin' Around the Christmas Tree,Miley Cyrus feat. French Montana,English
Rockstar 101,Rihanna feat. Slash,English
Rocky Mountain Way,Joe Walsh,English
Roll Away Your Stone,Mumford & Sons,English
Roll with It,Oasis,English
Ronan,Taylor Swift,English
Rose Garden,Lynn Anderson,English
Rough 'n' Smooth,C.J. Lewis,English
Round Are Way,Oasis,English
Route 66,The Rolling Stones,English
Route 66,Natalie Cole,English
Route 66,Chuck Berry,English
Row Row Row Your Boat,Children's Chorus,English
Rubber Biscuit,The Blues Brothers,English
Rubberband Girl,Kate Bush,English
Rum and Coca Cola,The Andrews Sisters,English
Run for Your Life,Matt Cardle,English
Runaround Sue,Dion,English
Running Away,Hoobastank,English
Running Battle,Kasabian,English
Running Up That Hill,Kate Bush,English
Running Up That Hill,Placebo,English
Rush Rush,Paula Abdul,English
Russian Roulette,Rihanna,English
Sacrifice,Elton John,English
Sad,Maroon 5,English
Sailing,Rod Stewart,English
Sailing,Christopher Cross,English
Same Direction,Hoobastank,English
Same Old Love,Peabo Bryson,English
San Francisco (Be Sure to Wear Some Flowers in Your Hair),Scott McKenzie,English
Santa Claus Is Comin' to Town,Mariah Carey,English
Santa Claus Is Coming to Town,Christmas Carol,English
Santa Claus Is Coming to Town,Bing Crosby,English
Santa Claus Is Coming to Town,The Crystals,English
Saturday Night Special,Lynyrd Skynyrd,English
Saturday Night's Alright for Fighting,Elton John,English
Say Goodbye to Hollywood,Billy Joel,English
Say You'll Be There,Spice Girls,English
Scared of Lonely,Beyoncé,English
Scenes from an Italian Restaurant,Billy Joel,English
Seal Our Fate,Gloria Estefan,English
"Second, Minute or Hour",Jack Peñate,English
Secret,Maroon 5,English
Secret Agent Man,Johnny Rivers,English
Secret Door,Arctic Monkeys,English
Secret Dreams,Bon Jovi,English
Secret Garden,Bruce Springsteen,English
Secret Love,George Michael,English
Secrets,OneRepublic,English
Separate Ways,Elvis Presley,English
September,"Earth, Wind & Fire",English
Seven Days in Sunny June,Jamiroquai,English
Sex Type Thing,Stone Temple Pilots,English
Sexual Healing,Marvin Gaye,English
Sexy Music,The Nolans,English
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,English
Shake It,Metro Station,English
Shake It Out,Florence + The Machine,English
Shake Up Christmas,Train,English
Shake Your Groove Thing,Peaches & Herb,English
Shame,Zhané,English
Shape of My Heart,Sting,English
Share My Love,R. Kelly,English
Shattered,The Rolling Stones,English
She Will Be Loved,Maroon 5,English
She's Always a Woman,Billy Joel,English
She's Got a Way,Billy Joel,English
She's the One,Robbie Williams,English
Shining Star,"Earth, Wind & Fire",English
Shining Star,The Manhattans,English
Shoo Shoo Baby,The Andrews Sisters,English
Shoot the Runner,Kasabian,English
Shotgun,Limp Bizkit,English
Show Me the Way,Peter Frampton,English
Shy Boy,Katie Melua,English
Side,Travis,English
Sign of a Victory,R. Kelly,English
Signal Fire,Snow Patrol,English
Signed Sealed and Delivered (I'm Yours),Stevie Wonder,English
Silenced by the Night,Keane,English
Silent Night,Bon Jovi,English
"Silent Night, Holy Night",Traditional songs,English
Silver Bells,Lady Antebellum,English
Simple Man,Lynyrd Skynyrd,English
Sing,My Chemical Romance,English
Sing,Travis,English
Singing in the Rain,Jamie Cullum,English
Sister Golden Hair,America,English
(Sittin' on) The Dock of the Bay,Otis Redding,English
Sixteen Saltines,Jack White,English
Sky High,Jigsaw,English
Sleeping with the Light On,Busted,English
Sleepless Nights,Norah Jones,English
Sleigh Ride,The Ronettes,English
Sleigh Ride,Traditional songs,English
Sloop John B,The Beach Boys,English
Smackwater Jack,Carole King,English
Small Bump,Ed Sheeran,English
Smoke Gets in Your Eyes,The Platters,English
Smooth Criminal,Michael Jackson,English
Snow (Hey Oh),Red Hot Chili Peppers,English
So Emotional,Whitney Houston,English
So Far Away,Rod Stewart,English
So Far Away,Carole King,English
So Good To Me,Chris Malinchak,English
So Natural,Lisa Stansfield,English
So Wrong,Pam Tillis,English
Solsbury Hill,Peter Gabriel,English
Some Broken Hearts,The Bellamy Brothers,English
Some Might Say,Oasis,English
Some Nights,Fun.,English
Some Unholy War,Amy Winehouse,English
Somebody,Depeche Mode,English
Somebody to Love,Jefferson Airplane,English
Someday,All-4-One,English
Something in My House,Dead or Alive,English
Something's Got a Hold on Me,Etta James,English
Something's Gotta Hold on Me,Christina Aguilera,English
Sometimes I Cry,Eric Benét,English
Somewhere,Phil Collins,English
Somewhere,Il Divo,English
Somewhere Only We Know,Keane,English
Somewhere Over the Rainbow,Judy Garland,English
Son of a Preacher Man,Dusty Springfield,English
Song 2,blur,English
Song for Whoever,The Beautiful South,English
Song Sung Blue,Neil Diamond,English
Sophisticated Lady,Ella Fitzgerald,English
Sorry Seems to Be the Hardest Word,Elton John,English
SOS,Jonas Brothers,English
Southern Voice,Tim McGraw,English
Sovereign Light Café,Keane,English
Space Cowboy,Jamiroquai,English
Spaceship,Tinchy Stryder feat. Dappy,English
Sparks Fly,Taylor Swift,English
Speak Now,Taylor Swift,English
Special to Me,Bobby Caldwell,English
Speechless,Lady Gaga,English
Speed of Sound,Coldplay,English
Spice Up Your Life,Spice Girls,English
Spinning Wheel,"Blood, Sweat & Tears",English
Spiralling,Keane,English
Spooky,Classics IV,English
Stairway to Heaven,Neil Sedaka,English
Stairway to the Stars,Ella Fitzgerald,English
Stand By Me,Mickey Gilley,English
Stand By Me,John Lennon,English
Stand By Me,Oasis,English
Stand By Me,Ben E. King,English
Starbucks,A,English
Stars and Midnight Blue,Enya,English
Starstrukk,3OH!3 feat. Katy Perry,English
